,first_name,last_name,city,postal_code,state,specialty_code,src,specialty,npi
1063,Lisa,Mihora,Phoenix,85023,AZ,207W00000X,asoprs,,1639168255
1064,James,Milite,Iselin,8830,NJ,207W00000X,asoprs,,1144210873
1065,Gordon,Miller,Miami Beach,33140,FL,207W00000X,asoprs,,
1066,Jeffrey,Miller,Philadelphia,19107,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518971761
1067,Richard,Millstein,Greeley,80634,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1407101975
1068,Faryal,Mirza,Farmington,6032,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1306854997
1069,Judiann,Miskulin,Indianapolis,46227,IN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1790742450
1070,Srikanth,Mitta,Erie,16501,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447316708
1071,Anar,Modi,Hollywood,20636,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1972858785
1072,Sean,Mogan,Webster,14580,NY,207W00000X,tepezza,,1013983923
1073,Jasmine,Mohadjer,St. Petersburg,33702,FL,207W00000X,asoprs,,
1074,Asif,Mohamed,Columbia,21045,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1962484261
1075,Ali,Mokhtarzadeh,Minneapolis,55455,MN,207W00000X,asoprs,,1225299647
1076,Sri,Mokshagundam,Louisville,40202,KY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1077,David,Moll,Ansonia,6401,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831186584
1078,Vince,Montes,Mukilteo,98275,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841266285
1079,Maribel,Montoya,Winter Garden,34787,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1477591451
1080,Grant,Moore,Phoenix,85016,AZ,207W00000X,asoprs,,1710239751
1081,Francis,Moore,Gainesville,32610,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1073595419
1082,Wayne,Moore,Kansas City,64108,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1821045816
1083,Annie,Moreau,OKC,73104,OK,207W00000X,asoprs,,1871686758
1084,Monica,Moreno,St George,84790,UT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1669679379
1085,Robert,Morgan,Kingwood,77339,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1086,Payam,Morgan,Fontana,92335,CA,207W00000X,asoprs,,1235366113
1087,Kenneth,Morgenstern,Wayne,19087,PA,207W00000X,asoprs,,1427019207
1088,Carrie,Morris,Southlake,76092,TX,207W00000X,asoprs,,1437294063
1089,John,Morris,Rochester,55905,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1090,Jennifer,Morrison,Lafayette,80026,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952526410
1091,Jay,Morrow,Beachwood,44122,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457424525
1092,Christie,Morse,Concord,3301,NH,207WX0110X,tepezza,Pediatric Ophthalmology and Strabismus Specialist,1154322055
1093,Rami,Mortada,Wichita,67226,KS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1174720205
1094,Asa,Morton,San Diego,92103,CA,207W00000X,asoprs,,1780669283
1095,Eve,Moscato,SAN FRANCISCO,94115,CA,207W00000X,asoprs,,1902917255
1096,James,Moses,Canal Winchester,43110,OH,207W00000X,asoprs,,1831187194
1097,Maryann,Mugo,Taylorsville,30178,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1235173485
1098,Becky,Muldoon,Honolulu,96859,HI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316272180
1099,Jamie,Mullally,Hawthorne,10532,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1376832121
1100,Kashif,Munir,Baltimore,21201,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063402170
1101,Ann,Murchison,Philadelphia,19107,PA,207W00000X,asoprs,,1942311485
1102,Michael,Murphy,Aspen,81612,CO,207W00000X,asoprs,,
1103,W. John,Murrell,Amarillo,79106,TX,207W00000X,asoprs,,
1104,Mythili,Murthy,Washington,20007,DC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1245247063
1105,Yassin,Mustafa,Centerville,45459,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205137858
1106,Cameron,Nabavi,Columbus,43215,OH,207W00000X,asoprs,,1003093774
1107,Prashant,Nadkarni,Temple,76508,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861455750
1108,Sravanthi,Nagavalli,Rockford,61107,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861655375
1109,Rosalie,Naglieri,Columbia,21044,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1790751865
1110,Soe,Naing,Fresno,93720,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1467650341
1111,Samer,Nakhle,Las Vegas,89140,NV,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841281771
1112,Tanuj,Nakra,Austin,78746,TX,207W00000X,asoprs,,1366464653
1113,Deepika,Nallala,Wayne,19087,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1114,Rajasree,Nambron,Birmingham,35242,AL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1114219409
1115,Mark,Nanes,Atlanta,30342,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1649294406
1116,Harmeet,Narula,Sun City West,85375,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1487679668
1117,POOJA,NARWAL,Sleepy Hollow,10591,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1578841763
1118,Christian,Nasr,Cleveland,44195,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760448906
1119,Sami,Nasrallah,Honolulu,96813,HI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1255528600
1120,John,Nassif,Naples,34109,FL,207W00000X,asoprs,,1982698049
1121,Javzandulam,Natsag,Columbia,21044,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356575229
1122,Thomas,Naugle,New Orleans,70130,LA,207W00000X,asoprs,,1750446209
1123,Reza,Nazemi,Beverly Hills,90211,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1124,Maryam,Nazemzadeh,Ashburn,20147,VA,207W00000X,asoprs,,1972738508
1125,Leslie,Neems,Lone Tree,80045,CO,207W00000X,asoprs,,1396000758
1126,Janet,Neigel,Florham Park,7932,NJ,207W00000X,asoprs,,1487698163
1127,Michael,Neimkin,Atlanta,30327,GA,207W00000X,asoprs,,1912225392
1128,Christine,Nelson,Ann Arbor,48105,MI,207W00000X,asoprs,,1578571261
1129,Eric,Nelson,Edina,55435,MN,207W00000X,asoprs,,1619946811
1130,Jeffrey,Nerad,Cincinnati,45242,OH,207W00000X,asoprs,,1023019262
1131,Frank,Nesi,Southfield,48034,MI,207W00000X,asoprs,,1487637336
1132,Francesca,Nesi-Eloff,Southfield,48034,MI,207W00000X,asoprs,,1285856484
1133,John,Ng,Portland,97239,OR,207W00000X,asoprs,,1235181108
1134,Peter,Ngo,Laredo,78041,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417918525
1135,Diep,Nguyen,Bethlehem,18020,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417140468
1136,Huong,Nguyen,Baltimore,21229,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1437151255
1137,Quang,Nguyen,Henderson,89074,NV,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1053516542
1138,John,Nguyen,Morgantown,26506,WV,207W00000X,asoprs,,1457556003
1139,Warda,Niaz,Montgomery,36106,AL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1184090656
1140,Neil,Nichols,Hauppauge,11788,NY,207W00000X,tepezza,,1114140266
1141,Neil,Nichols,Brentwood,11717,NY,207W00000X,tepezza,,1114140266
1142,John,Nichols,Chattanooga,37415,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1143,Edward,Nicklas,Houston,77025,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1144,Ernst,Nicolitz,Jacksonville,32216,FL,207W00000X,asoprs,,1275512394
1145,Catherine,Niewoehner,Edina,55424,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1508885724
1146,Narieman,Nik,Silver Spring,20902,MD,207W00000X,asoprs,,1861595837
1147,Sean,Nikravan,Newport Beach,92663,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1558357319
1148,Naris,Nilubol,Bethesda,20892,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1104038421
1149,M.,Nizam,Provo,84604,UT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1150,Thaddeus,Nowinski,Lansdale,19446,PA,207W00000X,asoprs,,1578561957
1151,Rekha,Nugaram,Colonial Heights,23834,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1912962085
1152,William,Nunery,Indianapolis,46280,IN,207W00000X,asoprs,,1063410942
1153,Maureen,"""O'Connor""",Bourbonnais,60914,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1154,James,"""O'Hare""",New Orleans,70115,LA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1155,Enrico,Ocampo,Tyler,56178,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1174501159
1156,Mark,Oertel,Lawrence,66044,KS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861703860
1157,Alan,Oester,Wilmington,28403,NC,207W00000X,asoprs,,1750503819
1158,William,Offutt,Lexington,40509,KY,207W00000X,asoprs,,1245270271
1159,Sang-Rog,Oh,Sacramento,95815,CA,207W00000X,asoprs,,1659588978
1160,Anupam,Ohri,New Brunswick,8901,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1902103872
1161,Jay,Older,Tampa,33613,FL,207W00000X,asoprs,,1477531432
1162,Jane,Olson,Norwalk,6851,CT,207W00000X,asoprs,,1699883462
1163,Beatriz,Olson,Middlebury,6762,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1871543009
1164,Alexander,On,Seattle,98101,WA,207W00000X,asoprs,,1225071624
1165,Cassandra,Onofrey,West Palm Beach,33409,FL,207W00000X,asoprs,,1598774515
1166,Kingsley,Onyemere,Urbana,61801,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1790798015
1167,Yin,Oo,Dallas,75216,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760682561
1168,Mark,Oppenheimer,Sioux Falls,57105,SD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1689640187
1169,James,Orcutt,Lopez Island,98261,WA,207W00000X,asoprs,,1225149040
1170,Kenneth,Ordene,Freehold,7728,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1750472205
1171,Michelle,Orr,Kansas City,64155,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1598769291
1172,Gloria,Ortiz,Mcallen,78503,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1871825307
1173,Robert,Ortiz,Highland,12528,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1255384418
1174,Qin,Ouyang,Tacoma,98405,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1295024727
1175,Omar,Ozgur,Mission Viejo,92691,CA,207W00000X,asoprs,,1871814442
1176,Stanley,Pace,Greenville,29605,SC,207W00000X,asoprs,,1366717605
1177,Carlos,Pacheco,Maitland,32751,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1104824127
1178,Francisco,Padilla,Seaford,19973,DE,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831399310
1179,John,Pak,Wheaton,60187,IL,207W00000X,asoprs,,1811937311
1180,Noelene,Pang,Ventura,93003,CA,207W00000X,asoprs,,1396927729
1181,Ioannis,Papagiannis,Chicago,60611,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1043484561
1182,Maria,Papaleontiou,Ann Arbor,48109,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1437300027
1183,Keshini,Parbhu,Windermere,34786,FL,207W00000X,asoprs,,1790832673
1184,Paul,Pare',Stuart,34994,FL,207W00000X,tepezza,,1457384331
1185,Ashutosh,Pareek,Salem,1970,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1285892687
1186,Jonathan,Pargament,Cincinnati,45242,OH,207W00000X,asoprs,,1275848160
1187,Grishma,Parikh,Edgewater,7020,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1188,Dong Jun,Park,Newport Beach,92660,CA,207W00000X,asoprs,,1700865052
1189,John,Parker,Wilmington,28401,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457345928
1190,Joshua,Pasol,Palm Beach Gardens,33418,FL,2084N0400X,tepezza,Neurology,1992752760
1191,Joshua,Pasol,Miami,33136,FL,2084N0400X,tepezza,Neurology,1992752760
1192,Joshua,Pasol,Plantation,33324,FL,2084N0400X,tepezza,Neurology,1992752760
1193,Nilem,Patel,Los Angeles,90033,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1689837171
1194,Sarit,Patel,New Britain,6052,CT,207W00000X,asoprs,,1073500047
1195,Rakesh,Patel,Columbia,29203,SC,207W00000X,asoprs,,1467614792
1196,Soham,Patel,Wesley Chapel,33544,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1710207956
1197,Payal,Patel,New York,10016,NY,207W00000X,asoprs,,1912140781
1198,Bhupendra,Patel,Salt Lake City,84132,UT,207W00000X,asoprs,,1366436412
1199,Nirali,Patel,Modesto,95355,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841256948
1200,Michael,Patipa,West Palm Beach,33407,FL,207W00000X,asoprs,,1316001613
1201,James,Patrinely,Pensacola,32502,FL,207W00000X,asoprs,,1932292935
1202,Sean,Paul,Austin,78746,TX,207W00000X,asoprs,,1063733137
1203,Jill,Paulson,Washington,20037,DC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1204,Elizabeth,Pearce,Boston,2118,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1538146576
1205,Valerie,Peck,New York,10016,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1730103011
1206,Trey,Pegram,Clarksville,37043,TN,207W00000X,asoprs,,1205128352
1207,Susan,Pekarovics,Los Angeles,90048,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1154350320
1208,Ron,Pelton,Colorado Springs,80909,CO,207W00000X,asoprs,,1144209404
1209,John,Pemberton DO MBA,Little Rock,72205,AR,207W00000X,asoprs,,
1210,Marjorie,Pennant,Baltimore,21201,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1730370255
1211,Robert,Penne,Wynnewood,19096,PA,207W00000X,asoprs,,1215936380
1212,Robert,Peralta,Oakland,94611,CA,207W00000X,asoprs,,
1213,Maylene,Peralta,Redding,96001,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1033183553
1214,Jose,Perez-Rodriguez,Miami,33176,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1083757249
1215,Gretchen,Perilli,Allentown,18103,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1043306343
1216,Kevin,Perman,Bethesda,20817,MD,207W00000X,asoprs,,1457372872
1217,Arthur,Perry,La Jolla,92037,CA,207W00000X,asoprs,,1194832725
1218,C. Blake,Perry,Tacoma,98405,WA,207W00000X,asoprs,,
1219,Julian,Perry,Cleveland,44195,OH,207W00000X,asoprs,,1598794125
1220,Balaji,Perumal,Greenville,29615,SC,207W00000X,asoprs,,1073755427
1221,Liuska,Pesce,Hawkins Drive,2025,BT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1972638864
1222,Patricia,Peter,New Haven,6520,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205120490
1223,Patricia,Petrick,Bethesda,20817,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1407859846
1224,Carisa,Petris,Columbia,65201,MO,207W00000X,asoprs,,1962630673
1225,Margaret,Pfeiffer,Dallas,75243,TX,207W00000X,asoprs,,
1226,Radhika,Phadke,Boca Raton,33428,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1003026055
1227,Randal,Pham,San Jose,95128,CA,207W00000X,asoprs,,1275626897
1228,Giao,Phan,Richmond,23298,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861610339
1229,Paul,Phelps,Glenview,60026,IL,207W00000X,asoprs,,1003131657
1230,Susan,Phillips,San Diego,92123,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1588735336
1231,Margaret,Phillips,Gulfport,39503,MS,207W00000X,asoprs,,1194984906
1232,Massimo,Pietropaolo,Houston,77030,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1073698627
1233,Krishna,Pinnamaneni,Tempe,85282,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1124022819
1234,Katarzyna,Piotrowska,Sarasota,34239,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205151453
1235,Siobhan,Pittock,Rochester,55905,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1043282296
1236,Jennifer,Poehls,Madison,53705,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1538359484
1237,Georgina,Polanco,Wake Forest,27587,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1238,Vengamamba,Polu,East Lansing,48824,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1982916342
1239,Allan,Pont,Petaluma,94952,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1508879073
1240,Gaston,Ponte,Melbourne,32901,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518168293
1241,Jerry,Popham,Denver,80218,CO,207W00000X,asoprs,,1588661920
1242,Jeffrey,Popp,Omaha,68164,NE,207W00000X,asoprs,,1417924051
1243,John,Poremba,Gardner,1440,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1104829506
1244,Leonid,Poretsky,New York,10022,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1962491811
1245,Anne,Porzig,Palo Alto,94301,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1144420902
1246,James,Powell,Hattiesburg,39402,MS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1164523932
1247,Nikita,Pozdeyev,Aurora,80045,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1265666135
1248,Amiya,Prasad,Garden City,11530,NY,207W00000X,asoprs,,1730257312
1249,Anju,Prasad,Branson,65616,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1992069736
1250,David,Pratt,Tacoma,98405,WA,207W00000X,asoprs,,1730164963
1251,Mark,Prendes,Cleveland,44106,OH,207W00000X,asoprs,,1073874954
1252,Pamela,Prescott,Sacramento,95817,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205808334
1253,Catherine,Price,Winston Salem,27157,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760719769
1254,Melissa,Price,Fishkill,12524,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1669678736
1255,Claudio,Prisco,Miami,33183,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1256,Igor,Priven,Manalapan,7726,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518938422
1257,Paul,Proffer,Amarillo,79106,TX,207W00000X,asoprs,,1962488676
1258,Deepanwita,Prusty,Weymouth,2190,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861473514
1259,Polly,Purgason,Richmond,23226,VA,207W00000X,asoprs,,1720184674
1260,Anuradha,Puttagunta,Ypsilanti,48197,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1689620296
1261,Allen,Putterman,Chicago,60602,IL,207W00000X,asoprs,,1578563904
1262,Ammar,Qoubaitary,San Ramon,94583,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1851346977
1263,Shaista,Quddusi,Federal Way,98003,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1053340885
1264,Lawrence,Quist,Minnetonka,55305,MN,207W00000X,asoprs,,1891705190
1265,Maham,Qureshi,Bronx,10467,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1215370028
1266,Alexander,Rabinovich,West Islip,11795,NY,207W00000X,tepezza,,1245411743
1267,Michael,Rabinowitz,Philadelphia,19107,PA,207W00000X,asoprs,,1912107863
1268,Phillip,Radke,Edina,55435,MN,207W00000X,asoprs,,1407112881
1269,Bryce,Radmall,Oregon City,97070,OR,207W00000X,asoprs,,1285053520
1270,Leon,Rafailov,Smithtown,11787,NY,207W00000X,tepezza,,1396156121
1271,Gary,Raflo,Concord,28025,NC,207W00000X,asoprs,,1598758492
1272,Kalpana,Raghunathan,Orrville,44667,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1023212917
1273,Anita,Raghuwanshi,Cape May Court House,8210,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1669630109
1274,Rishi,Raj,Pikeville,41501,KY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1770965683
1275,Fatemeh,Rajaii,Baltimore,21287,MD,207W00000X,asoprs,,1588842017
1276,Karthika,Rajan,Circleville,43113,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457450595
1277,Rameshkumar,Raman,Moline,61265,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1376521484
1278,AKHILA,RAMAYAPALLY,Mount Vernon,62864,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356773485
1279,Sathyadeepak,Ramesh,Philadelphia,19107,PA,207W00000X,asoprs,,1053687004
1280,Nicholas,Ramey,Roanoke,24018,VA,207W00000X,asoprs,,1104008226
1281,Pamela,Randolph,Wilton,6897,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1003839135
1282,Dolly,Rani,Indianapolis,46254,IN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1679663157
1283,Roshni,Ranjit-Reeves,Lutz,33559,FL,207W00000X,asoprs,,1063855120
1284,Nicholas,Ranson,Spokane,99204,WA,207W00000X,asoprs,,1790783041
1285,Jyothi,Rao,Durham,27715,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1699734533
1286,Robert,Rapaport,New York,10029,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1073580858
1287,Maximilien,Rappaport,Greenville,29605,SC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1174963953
1288,Kamran,Rasul,Salem,24153,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356306591
1289,J. Earl,Rathbun,Santa Rosa,95404,CA,207W00000X,asoprs,,
1290,Tarun,Ray,Philadelphia,19125,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1285711929
1291,Arati,Reddy,Hinsdale,60521,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1306803028
1292,Radha,Reddy,Rancho Cucamonga,91730,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1780652073
1293,Harsha,Reddy,New York,10003,NY,207W00000X,asoprs,,1700051919
1294,Sumana,Reddy,Jonesboro,30236,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1588741888
1295,Samuel,Refetoff,Chicago,60637,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518020031
1296,David,Reich,Jamaica,11432,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1568541936
1297,David,Reifler,Grand Rapids,49456,MI,207W00000X,asoprs,,
1298,Alexandra,Reiher,lakewood,80228,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1700046018
1299,Vanessa,Rein,Madison,53717,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1396706776
1300,Chet,Reistad,Fort Collins,80525,CO,207W00000X,asoprs,,1629074083
1301,David,Remigio,Bluffton,29910,SC,207W00000X,asoprs,,1134201403
1302,Daniel,Repp,Davenport,52807,IA,207W00000X,asoprs,,1275763369
1303,Angela,Restrepo,Burlington,1805,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1033166780
1304,Karen,Revere,Gladwyne,19035,PA,207W00000X,asoprs,,1982963096
1305,Charles,Rheeman,Troy,12180,NY,207W00000X,tepezza,,1073572236
1306,Charles,Rheeman,Malta,12020,NY,207W00000X,tepezza,,1073572236
1307,Jessica,Ricciuto,Danvers,1923,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316208622
1308,Charles,Rice,Winston-Salem,27157,NC,207W00000X,asoprs,,1417255472
1309,Karina,Richani,Houston,77030,TX,207W00000X,asoprs,,1063651115
1310,Michael,Richard,Florham Park,7932,NJ,207W00000X,asoprs,,
1311,Michael,Richard,Clifton,7011,NJ,207W00000X,tepezza,,
1312,Randall,Riche,Pensacola,32503,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1821099516
1313,Edward,Rico,Paris,61944,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1477739423
1314,Amy,Riek,Saint Louis,63110,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1972609907
1315,Aurelio,Rios-Vaca,Calexico,92231,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1316,S.,Rizvi,Fayetteville,28304,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1317,Philip,Rizzuto,Providence,2905,RI,207W00000X,tepezza,,1710950142
1318,Victor,Roberts,Lake Mary,32746,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1891725206
1319,Charlene,Robertson,Orange City,32763,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1972766954
1320,Alberto,Robledo,Doral,33126,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1321,Jessica,Rockwell,Lewiston,4240,ME,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841256690
